temperature,humidity,pressure,wind_speed,rain,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,year,month,day,day_of_week,aqi_lag_1,aqi_rolling_mean_3
28.9,87,997.5,13.4,0.0,103.12916666666666,64.52083333333333,1150.5,46.79583333333333,55.06666666666666,122.875,2022,8,8,1,147.25,135.94444444444443
29.6,86,996.6,10.2,3.3,77.5625,54.0375,849.0,50.87083333333334,45.22083333333333,84.29166666666667,2022,8,9,5,176.75,158.83333333333334
29.2,89,995.0,10.0,26.0,156.36666666666667,108.3875,1297.5833333333333,65.39166666666667,51.6625,104.79166666666669,2022,8,10,6,152.5,162.30555555555554
29.4,86,993.9,16.3,28.8,122.84583333333332,83.28750000000001,1163.0416666666667,49.07083333333333,52.00833333333333,146.29166666666666,2022,8,11,4,157.66666666666666,170.19444444444443
28.1,86,994.5,24.4,82.7,49.29166666666666,31.21666666666667,605.75,34.49166666666667,32.987500000000004,82.20833333333333,2022,8,12,0,200.41666666666663,165.4861111111111
27.2,87,997.3,17.1,21.2,48.94166666666667,32.1375,704.0,35.56666666666667,49.34583333333333,94.0,2022,8,13,2,138.375,146.18055555555554
27.5,84,997.3,17.6,43.0,39.90833333333333,24.97083333333333,475.9166666666667,20.325,27.83333333333333,99.5,2022,8,14,3,99.75,114.40277777777777
27.7,87,999.2,12.5,32.0,38.45,25.370833333333334,678.125,47.37916666666666,53.9125,58.875,2022,8,15,1,105.08333333333331,94.79166666666667
27.6,87,1000.6,8.4,11.1,43.645833333333336,28.066666666666663,644.25,39.54166666666666,38.458333333333336,70.70833333333333,2022,8,16,5,79.54166666666667,87.52777777777777
27.9,88,999.3,20.0,19.1,28.791666666666668,19.054166666666667,435.0416666666667,21.5125,18.7625,81.375,2022,8,17,6,77.95833333333333,79.0138888888889
27.8,87,999.0,29.0,9.6,42.03333333333333,22.23333333333333,271.5,13.645833333333334,11.458333333333334,47.875,2022,8,18,4,79.54166666666667,74.7361111111111
27.5,87,1000.3,28.4,0.8,46.5125,22.1,234.125,12.4,11.1375,35.208333333333336,2022,8,19,0,66.70833333333333,73.2361111111111
27.6,87,1001.5,22.9,1.8,49.39166666666667,22.729166666666668,275.9583333333333,13.166666666666666,13.683333333333332,44.125,2022,8,20,2,73.45833333333333,70.62499999999999
27.7,87,1001.3,22.4,2.4,53.56666666666666,24.104166666666668,314.0,14.854166666666666,16.220833333333335,48.54166666666666,2022,8,21,3,71.70833333333333,73.1111111111111
27.8,85,1000.8,18.7,0.5,55.3375,24.116666666666664,307.125,13.975,14.3375,53.29166666666666,2022,8,22,1,74.16666666666667,73.59722222222223
27.2,86,1000.6,18.4,3.2,52.99583333333334,23.854166666666668,358.0833333333333,16.650000000000002,16.541666666666668,47.66666666666666,2022,8,23,5,74.91666666666667,74.97222222222223
27.2,84,1001.4,23.6,12.8,56.2,25.383333333333336,296.0,15.275,12.8,42.91666666666666,2022,8,24,6,75.83333333333333,75.80555555555556
28.0,81,1002.0,25.7,0.0,58.25416666666666,26.9875,254.5,11.9875,11.029166666666669,51.16666666666666,2022,8,25,4,76.66666666666667,77.66666666666667
27.4,81,1004.2,20.2,0.1,60.49583333333334,27.383333333333336,278.5833333333333,13.5875,13.225,54.333333333333336,2022,8,26,0,80.5,80.0138888888889
27.1,81,1005.3,20.7,0.4,50.5,23.95,283.0416666666667,13.116666666666667,12.829166666666666,52.833333333333336,2022,8,27,2,82.875,80.84722222222223
27.3,79,1004.6,22.7,0.7,41.18333333333333,20.541666666666668,251.75,10.945833333333333,10.629166666666666,56.375,2022,8,28,3,79.16666666666667,78.11111111111111
27.3,79,1006.6,17.4,0.1,43.75833333333333,21.97083333333333,308.9583333333333,14.6625,13.3125,54.5,2022,8,29,1,72.29166666666667,73.15277777777779
27.4,82,1008.3,11.3,0.0,47.275,23.479166666666668,391.5,19.3375,17.533333333333335,54.91666666666666,2022,8,30,5,68.0,71.55555555555556
27.3,85,1007.3,12.9,0.0,40.59583333333333,20.55,359.2916666666667,16.979166666666668,16.670833333333334,58.625,2022,8,31,6,74.375,71.3611111111111
27.6,84,1006.2,20.3,0.5,30.870833333333334,16.2375,290.625,13.029166666666669,12.679166666666667,52.41666666666666,2022,9,1,4,71.70833333333333,69.66666666666667
27.7,83,1007.3,16.6,0.2,37.5875,19.216666666666665,362.25,16.349999999999998,16.329166666666666,60.375,2022,9,2,0,62.91666666666666,65.44444444444444
27.7,82,1006.6,22.0,0.5,35.12916666666667,19.079166666666666,298.2083333333333,11.720833333333331,12.35,51.875,2022,9,3,2,61.708333333333336,62.666666666666664
27.6,80,1004.3,32.4,0.2,51.92916666666667,28.59583333333333,274.0416666666667,10.020833333333334,9.9375,49.91666666666666,2022,9,4,3,63.375,66.63888888888889
27.6,78,1004.3,25.7,0.5,41.65833333333333,21.433333333333334,258.2916666666667,10.8875,11.354166666666666,56.04166666666666,2022,9,5,1,74.83333333333333,72.75
27.4,79,1005.8,15.9,0.0,44.05,23.641666666666666,354.7083333333333,16.416666666666668,17.4875,64.20833333333333,2022,9,6,5,80.04166666666667,75.6111111111111
27.0,85,1007.6,12.7,0.0,43.0875,23.83333333333333,480.625,23.60833333333333,23.379166666666663,61.208333333333336,2022,9,7,6,71.95833333333333,75.44444444444444
27.7,84,1008.0,12.7,0.0,60.65416666666667,36.36666666666667,766.875,34.729166666666664,33.11666666666667,94.79166666666669,2022,9,8,4,74.33333333333333,85.1111111111111
29.7,77,1005.8,14.4,0.0,83.34166666666667,52.87916666666666,798.375,31.3,29.929166666666664,122.16666666666669,2022,9,9,0,109.04166666666669,108.23611111111113
30.9,72,1004.1,12.9,0.0,126.83333333333331,84.8625,1069.4583333333333,38.97916666666666,36.55416666666667,165.29166666666666,2022,9,10,2,141.33333333333334,147.76388888888889
29.6,78,1002.4,16.0,0.0,64.47500000000001,41.458333333333336,754.0,28.204166666666666,30.820833333333336,114.0,2022,9,11,3,192.91666666666663,169.625
29.0,83,1001.4,13.1,0.1,98.1,64.35833333333333,973.875,38.19166666666667,36.93333333333333,143.625,2022,9,12,1,174.625,176.79166666666666
29.9,78,1002.3,15.3,0.0,69.3625,43.875,893.25,40.4875,38.25416666666667,101.125,2022,9,13,5,162.83333333333334,168.19444444444446
29.9,77,1003.4,18.0,0.0,41.07083333333333,23.616666666666664,527.9583333333334,23.03333333333333,22.22083333333333,59.333333333333336,2022,9,14,6,167.125,142.88888888888889
28.6,82,1004.0,25.0,0.0,36.30833333333333,19.683333333333334,293.3333333333333,11.508333333333333,11.75,57.79166666666666,2022,9,15,4,98.70833333333331,112.04166666666664
28.3,78,1002.0,28.4,0.3,47.07083333333333,24.53333333333333,240.91666666666663,8.883333333333333,8.6,65.45833333333333,2022,9,16,0,70.29166666666667,80.375
28.2,76,1002.3,22.0,0.3,57.275,28.0125,269.4166666666667,11.895833333333334,10.658333333333331,69.16666666666667,2022,9,17,2,72.125,74.04166666666667
27.9,79,1006.5,13.6,0.0,60.958333333333336,29.791666666666668,346.7916666666667,17.054166666666667,15.0125,66.58333333333333,2022,9,18,3,79.70833333333333,79.79166666666667
27.5,79,1007.6,16.1,0.0,52.17916666666667,25.425,352.0,16.520833333333332,14.595833333333331,64.5,2022,9,19,1,87.54166666666667,83.68055555555556
27.8,73,1006.9,19.2,0.0,39.475,19.241666666666667,252.5,11.358333333333334,10.020833333333334,63.66666666666666,2022,9,20,5,83.79166666666667,80.98611111111111
28.1,72,1007.0,20.5,0.0,37.1875,17.754166666666666,242.625,11.4375,9.495833333333334,63.125,2022,9,21,6,71.625,72.8888888888889
28.1,73,1006.6,23.5,0.0,36.208333333333336,17.591666666666665,236.29166666666663,10.8375,9.283333333333331,61.458333333333336,2022,9,22,4,63.25,65.625
27.9,74,1006.0,27.6,0.0,37.24166666666667,17.666666666666668,199.125,8.275,7.658333333333334,63.0,2022,9,23,0,62.0,62.333333333333336
28.1,73,1004.6,28.2,0.3,38.8625,19.97083333333333,214.16666666666663,9.25,8.245833333333334,64.91666666666667,2022,9,24,2,61.75,62.55555555555555
28.0,76,1004.7,22.2,0.4,41.98333333333333,21.933333333333334,242.625,11.5875,10.15,63.91666666666666,2022,9,25,3,63.91666666666666,64.70833333333333
27.4,79,1008.6,16.2,1.0,42.16666666666666,22.620833333333334,324.8333333333333,15.5875,14.5625,63.66666666666666,2022,9,26,1,68.45833333333333,68.47222222222221
27.4,78,1008.3,15.8,0.1,37.97916666666666,19.9625,349.25,16.770833333333332,15.395833333333334,62.083333333333336,2022,9,27,5,73.04166666666667,70.69444444444444
27.6,73,1007.4,18.5,0.0,31.9125,16.295833333333334,278.875,13.620833333333335,11.883333333333333,61.75,2022,9,28,6,70.58333333333333,68.61111111111111
27.6,72,1007.6,19.6,0.0,30.4625,15.895833333333334,245.54166666666663,11.1,10.729166666666666,67.45833333333333,2022,9,29,4,62.208333333333336,64.04166666666667
27.3,75,1008.2,18.7,0.0,26.6,15.025,290.5416666666667,13.358333333333334,13.758333333333333,68.125,2022,9,30,0,59.333333333333336,59.5
27.7,73,1007.5,22.9,0.0,22.375,12.791666666666666,219.125,9.729166666666666,10.904166666666669,56.875,2022,10,1,2,56.958333333333336,56.944444444444436
28.1,72,1007.1,20.5,0.1,21.945833333333336,12.504166666666668,240.9583333333333,12.083333333333334,12.15,53.66666666666666,2022,10,2,3,54.54166666666666,54.041666666666664
27.7,73,1008.6,16.1,0.3,27.2375,13.870833333333332,263.5,13.991666666666667,12.125,60.333333333333336,2022,10,3,1,50.625,52.52777777777777
27.8,76,1009.9,16.3,0.0,28.71666666666667,14.025,256.2083333333333,12.675,11.225,59.958333333333336,2022,10,4,5,52.41666666666666,52.34722222222222
27.6,80,1009.1,15.6,0.0,37.0375,16.270833333333332,292.125,13.408333333333331,12.279166666666669,61.208333333333336,2022,10,5,6,54.0,54.15277777777777
27.6,79,1007.3,15.5,0.0,45.52916666666667,20.041666666666668,360.4166666666667,16.695833333333333,15.679166666666667,67.125,2022,10,6,4,56.04166666666666,57.666666666666664
28.1,75,1006.8,16.0,0.0,66.17916666666666,37.3,617.7083333333334,27.2375,28.425,97.75,2022,10,7,0,62.958333333333336,70.80555555555556
30.9,49,1007.1,13.4,0.0,75.21249999999999,49.020833333333336,543.2083333333334,25.829166666666666,26.4125,130.41666666666666,2022,10,8,2,93.41666666666669,98.40277777777779
29.4,56,1008.1,13.2,0.0,135.09166666666667,90.69166666666666,907.5833333333334,30.254166666666663,35.795833333333334,205.25,2022,10,9,3,138.83333333333334,140.56944444444443
29.1,65,1009.6,11.9,0.0,96.42916666666667,59.0125,1030.9166666666667,44.44583333333333,45.3,125.45833333333331,2022,10,10,1,189.4583333333333,170.74999999999997
27.5,67,1008.9,10.4,0.0,82.59583333333333,49.083333333333336,1067.5416666666667,49.19166666666666,51.145833333333336,107.04166666666669,2022,10,11,5,183.9583333333333,176.88888888888883
26.2,80,1009.8,10.9,0.0,60.7125,36.57083333333333,895.0833333333334,40.28333333333333,38.1125,102.29166666666669,2022,10,12,6,157.25,160.94444444444443
26.1,80,1011.6,10.4,0.0,41.85416666666666,24.229166666666668,674.9166666666666,32.43333333333333,27.941666666666663,85.58333333333333,2022,10,13,4,141.625,131.15277777777774
26.8,71,1011.9,12.2,0.0,50.94166666666666,30.83333333333333,760.8333333333334,37.25416666666667,36.25,91.04166666666669,2022,10,14,0,94.58333333333331,110.125
27.0,77,1011.3,13.1,0.0,54.71666666666667,34.05416666666667,767.5416666666666,36.53333333333333,36.43333333333333,106.33333333333331,2022,10,15,2,94.16666666666669,102.25
27.9,67,1012.1,13.7,0.0,76.37083333333334,49.00833333333333,893.0416666666666,37.29583333333333,37.13333333333333,136.75,2022,10,16,3,118.0,118.9861111111111
27.9,58,1012.9,14.3,0.0,69.47916666666667,44.60416666666666,761.3333333333334,35.55833333333333,33.21666666666667,120.33333333333331,2022,10,17,1,144.79166666666666,140.06944444444443
27.2,79,1011.3,14.7,0.0,45.88333333333333,25.54583333333333,556.0833333333334,26.97083333333333,26.075,84.0,2022,10,18,5,157.41666666666666,136.2361111111111
26.6,83,1010.7,11.7,0.0,42.7875,22.004166666666663,434.625,22.933333333333334,20.229166666666668,82.45833333333333,2022,10,19,6,106.5,112.93055555555554
26.5,83,1011.2,11.6,0.0,40.10416666666666,19.883333333333333,393.3333333333333,19.6625,18.5625,92.33333333333331,2022,10,20,4,74.875,85.1111111111111
27.1,73,1014.5,9.8,0.0,111.64166666666668,71.88333333333334,854.7083333333334,35.12916666666667,44.675,134.58333333333334,2022,10,21,0,73.95833333333333,90.625
28.8,45,1016.1,13.5,0.0,121.5125,80.125,837.5833333333334,36.18333333333333,32.8875,126.54166666666669,2022,10,22,2,123.04166666666669,122.44444444444444
27.9,53,1015.1,11.1,0.0,157.08333333333334,106.10833333333332,1616.6666666666667,70.90833333333333,57.09166666666667,173.54166666666666,2022,10,23,3,170.33333333333334,165.30555555555554
27.5,71,1012.2,14.8,0.0,45.875,27.445833333333336,540.0,23.9,23.495833333333334,97.33333333333331,2022,10,24,1,202.54166666666663,175.38888888888889
27.6,77,1010.6,22.3,0.0,43.958333333333336,22.866666666666664,294.5,12.679166666666667,10.845833333333331,98.5,2022,10,25,5,153.29166666666666,142.76388888888886
27.8,82,1011.9,17.0,0.0,53.11666666666667,28.729166666666668,395.6666666666667,18.2125,15.704166666666666,100.29166666666669,2022,10,26,6,72.45833333333333,102.31944444444441
26.4,85,1012.9,10.1,0.0,52.57083333333333,28.5625,472.4583333333333,23.34166666666667,20.641666666666666,92.375,2022,10,27,4,81.20833333333333,79.93055555555553
26.1,80,1013.6,8.5,0.0,55.6125,30.64583333333333,523.7083333333334,26.995833333333334,23.75,84.08333333333333,2022,10,28,0,86.125,85.36111111111109
26.8,70,1013.9,12.0,0.0,56.4,32.766666666666666,772.0416666666666,38.833333333333336,31.05,83.58333333333333,2022,10,29,2,88.75,89.94444444444441
27.2,69,1014.4,13.0,0.0,58.30833333333334,33.2125,814.5,42.016666666666666,31.33333333333333,80.95833333333333,2022,10,30,3,94.95833333333331,93.05555555555553
26.7,80,1013.8,13.3,0.0,52.92916666666667,27.504166666666663,593.0,30.275,22.925,71.58333333333333,2022,10,31,1,95.45833333333331,94.68055555555553
26.8,85,1014.1,13.2,0.0,45.2125,23.5125,386.6666666666667,18.616666666666667,13.720833333333331,86.625,2022,11,1,5,93.625,88.74999999999999
26.6,85,1013.9,12.4,0.0,48.2625,28.10833333333333,496.625,22.9625,18.47083333333333,97.58333333333331,2022,11,2,6,77.16666666666667,84.74999999999999
26.6,83,1012.8,15.2,0.0,47.39166666666667,29.1375,573.1666666666666,27.116666666666664,20.954166666666666,96.54166666666669,2022,11,3,4,83.45833333333333,83.40277777777776
26.8,78,1013.2,15.1,0.0,42.67916666666667,26.03333333333333,559.1666666666666,27.229166666666668,21.65416666666667,88.70833333333333,2022,11,4,0,89.58333333333333,85.61111111111109
27.6,67,1014.2,14.8,0.0,56.27916666666667,35.020833333333336,576.7083333333334,27.166666666666668,22.183333333333334,101.04166666666669,2022,11,5,2,83.79166666666667,88.05555555555554
26.5,76,1014.6,13.6,0.0,61.708333333333336,39.454166666666666,528.625,26.52083333333333,21.058333333333334,96.625,2022,11,6,3,90.79166666666669,93.65277777777777
25.4,79,1014.6,11.8,0.7,54.0625,33.458333333333336,532.5,26.241666666666664,23.25,96.0,2022,11,7,1,106.375,101.09722222222221
24.8,74,1014.9,10.3,0.0,90.39583333333331,57.24583333333334,630.7916666666666,22.183333333333334,32.15833333333333,117.33333333333331,2022,11,8,5,106.125,108.06944444444441
25.3,70,1015.3,11.0,0.0,96.56666666666666,61.25,815.7083333333334,28.175,41.22916666666666,126.625,2022,11,9,6,111.70833333333331,126.19444444444441
25.4,77,1016.3,10.7,0.0,65.53333333333333,38.77916666666667,816.8333333333334,36.50416666666667,43.0375,97.66666666666669,2022,11,10,4,160.75,133.20833333333331
26.2,65,1017.2,11.2,0.0,126.28333333333336,83.5125,1351.4166666666667,64.92916666666666,62.0875,85.91666666666667,2022,11,11,0,127.16666666666669,143.02777777777774
25.5,71,1016.6,10.7,0.0,120.85,78.39166666666667,1431.6666666666667,68.8625,53.67083333333333,90.04166666666667,2022,11,12,2,141.16666666666666,147.62499999999997
24.8,87,1014.4,10.9,0.0,53.97083333333333,29.666666666666668,494.4583333333333,23.09583333333333,22.641666666666666,79.08333333333333,2022,11,13,3,174.54166666666666,146.56944444444443
26.8,78,1013.3,14.6,0.0,50.71666666666667,24.166666666666668,376.2916666666667,15.958333333333334,17.791666666666668,85.33333333333333,2022,11,14,1,124.0,125.30555555555554
25.8,58,1015.2,16.6,0.0,100.55,61.72083333333333,534.375,18.995833333333334,35.95,95.54166666666669,2022,11,15,5,77.375,105.09722222222221
24.8,55,1015.3,12.4,0.0,100.32083333333333,64.52083333333333,693.75,26.9625,42.17083333333333,116.29166666666669,2022,11,16,6,113.91666666666669,115.04166666666667
25.1,74,1014.9,10.6,0.0,101.79166666666669,63.48333333333333,918.6666666666666,32.266666666666666,44.24166666666667,128.79166666666666,2022,11,17,4,153.83333333333334,143.56944444444443
25.0,82,1014.5,10.5,0.0,73.53333333333333,42.35416666666666,716.8333333333334,28.65416666666667,33.791666666666664,100.29166666666669,2022,11,18,0,162.95833333333334,153.80555555555554
26.0,77,1014.5,10.1,0.0,49.1125,25.09166666666667,443.9583333333333,22.90833333333333,17.791666666666668,84.5,2022,11,19,2,144.625,133.69444444444443
25.4,73,1014.4,9.9,0.0,77.19583333333334,48.075,655.25,31.83333333333333,30.991666666666664,90.08333333333331,2022,11,20,3,93.5,110.12499999999999
25.8,56,1014.3,12.7,0.0,103.35833333333332,67.57083333333334,789.6666666666666,34.925,38.71666666666667,110.33333333333331,2022,11,21,1,92.25,112.26388888888887
25.2,74,1014.2,10.1,0.0,105.25416666666666,67.74583333333334,1076.375,53.63333333333333,57.26666666666667,100.875,2022,11,22,5,151.04166666666666,135.37499999999997
24.3,54,1014.8,11.0,0.0,102.99166666666667,68.64583333333333,869.4583333333334,37.954166666666666,50.25833333333333,108.45833333333331,2022,11,23,6,162.83333333333334,156.62499999999997
23.6,72,1014.1,10.7,0.0,90.72916666666669,60.25416666666666,980.125,46.80833333333334,50.84583333333333,107.20833333333331,2022,11,24,4,156.0,159.3333333333333
23.3,74,1014.7,8.5,0.0,61.93333333333334,33.88333333333333,809.2916666666666,39.69583333333333,35.0875,98.58333333333331,2022,11,25,0,159.16666666666666,146.43055555555554
23.7,60,1013.9,11.2,0.0,85.77083333333333,56.63333333333333,1106.375,60.35833333333333,50.270833333333336,87.5,2022,11,26,2,124.125,137.02777777777774
23.4,80,1010.5,8.8,0.0,59.59166666666667,37.96666666666667,877.1666666666666,44.02916666666667,41.5375,101.16666666666669,2022,11,27,3,127.79166666666669,129.0972222222222
23.7,65,1011.6,10.2,0.0,98.925,67.675,1221.4583333333333,72.69583333333334,52.80833333333334,56.708333333333336,2022,11,28,1,135.375,134.88888888888889
23.9,47,1014.0,12.2,0.0,84.32916666666667,57.80416666666667,728.3333333333334,41.36666666666667,32.84166666666667,77.29166666666667,2022,11,29,5,141.5,143.2222222222222
23.7,36,1015.3,12.1,0.0,97.55833333333334,66.86666666666666,723.8333333333334,40.141666666666666,35.045833333333334,90.66666666666669,2022,11,30,6,152.79166666666666,149.13888888888889
22.8,39,1014.5,12.1,0.0,105.71666666666664,72.13333333333334,788.2916666666666,41.23333333333333,40.91666666666666,93.625,2022,12,1,4,153.125,154.3472222222222
22.2,62,1012.7,11.0,0.0,88.50416666666666,58.20416666666667,1009.5,53.9125,46.55833333333334,69.5,2022,12,2,0,157.125,156.70833333333334
23.1,71,1013.2,9.3,0.0,75.09583333333333,46.40416666666667,741.0833333333334,46.333333333333336,46.32916666666667,67.20833333333333,2022,12,3,2,159.875,143.02777777777774
22.7,50,1015.2,11.8,0.0,127.48333333333332,86.58749999999999,774.5833333333334,36.65833333333333,43.16666666666666,90.33333333333331,2022,12,4,3,112.08333333333331,142.5972222222222
22.3,56,1016.6,11.2,0.0,125.79166666666669,82.28750000000001,1061.375,53.72083333333333,64.32083333333334,83.29166666666667,2022,12,5,1,155.83333333333334,144.375
22.3,57,1016.7,10.8,0.0,150.17083333333332,101.125,1321.4583333333333,56.67083333333333,68.03333333333333,102.79166666666669,2022,12,6,5,165.20833333333334,163.3472222222222
22.2,52,1016.0,10.6,0.0,129.02083333333334,87.85000000000001,1306.5833333333333,59.325,57.395833333333336,94.25,2022,12,7,6,169.0,168.01388888888889
22.1,70,1014.9,10.6,0.0,102.72916666666669,66.32916666666667,1403.8333333333333,69.95416666666667,52.00833333333333,71.5,2022,12,8,4,169.83333333333334,168.62499999999997
22.2,86,1013.1,8.9,0.0,74.51666666666667,45.41666666666666,1021.75,49.30833333333334,44.40833333333333,88.08333333333333,2022,12,9,0,167.04166666666666,155.43055555555551
23.1,57,1013.3,11.0,0.0,106.55,71.40833333333333,868.8333333333334,43.5875,42.16666666666666,75.45833333333333,2022,12,10,2,129.41666666666666,148.29166666666663
23.6,43,1014.7,19.4,0.0,91.44166666666666,60.52916666666667,578.4166666666666,17.370833333333334,30.941666666666663,111.5,2022,12,11,3,148.41666666666666,144.5972222222222
23.1,42,1014.9,17.0,0.0,85.375,54.6375,765.9166666666666,34.94166666666667,30.666666666666668,95.75,2022,12,12,1,155.95833333333334,149.94444444444443
22.7,42,1016.0,20.0,0.0,54.145833333333336,35.583333333333336,537.2916666666666,23.479166666666668,20.604166666666668,67.5,2022,12,13,5,145.45833333333334,148.76388888888889
23.1,34,1016.4,19.0,0.0,0.9208333333333334,0.65,59.91666666666666,0.0,0.5291666666666667,30.375,2022,12,14,6,144.875,112.26388888888887
21.1,49,1014.9,10.2,0.0,1.1666666666666667,0.8125,62.91666666666666,0.0,0.2291666666666666,34.0,2022,12,15,4,46.458333333333336,68.94444444444443
20.6,69,1013.3,9.1,0.0,71.24166666666666,47.65833333333333,969.4583333333334,47.12916666666666,41.708333333333336,79.08333333333333,2022,12,16,0,15.5,44.527777777777764
20.6,74,1014.1,8.8,0.0,79.60000000000001,52.82083333333333,1176.375,60.65416666666667,58.85,67.125,2022,12,17,2,71.625,75.44444444444443
21.3,59,1014.8,10.4,0.0,113.27083333333331,77.22083333333333,1500.5,78.07916666666667,70.04166666666667,66.66666666666667,2022,12,18,3,139.20833333333334,121.86111111111109
20.9,57,1013.7,9.5,0.0,108.06666666666666,71.14166666666667,1267.3333333333333,71.62916666666666,69.96666666666667,67.83333333333333,2022,12,19,1,154.75,151.12499999999997
21.2,47,1013.2,13.2,0.0,75.21249999999999,47.22916666666666,1149.5833333333333,57.93333333333334,52.23333333333333,68.70833333333333,2022,12,20,5,159.41666666666666,155.1111111111111
20.6,46,1014.4,12.4,0.0,84.46249999999999,53.93333333333334,754.125,47.2125,40.50833333333333,64.20833333333333,2022,12,21,6,151.16666666666666,148.8472222222222
20.1,39,1014.8,13.6,0.0,59.36666666666667,37.66666666666666,587.375,32.025,33.55833333333333,72.45833333333333,2022,12,22,4,135.95833333333334,137.19444444444443
19.2,44,1014.0,10.5,0.0,91.00833333333333,57.36666666666667,985.4583333333334,55.958333333333336,55.26666666666667,52.75,2022,12,23,0,124.45833333333331,132.95833333333334
19.2,37,1015.6,14.0,0.0,68.20833333333333,44.00833333333333,762.2916666666666,48.6625,48.35833333333333,63.208333333333336,2022,12,24,2,138.45833333333334,128.4722222222222
19.1,43,1016.4,11.4,0.0,86.35000000000001,58.10416666666666,716.4166666666666,35.1,40.79583333333333,92.75,2022,12,25,3,122.5,132.05555555555554
19.7,43,1017.4,9.8,0.0,113.70416666666668,76.85000000000001,993.2916666666666,51.78333333333333,54.125,75.375,2022,12,26,1,135.20833333333334,138.3611111111111
20.4,39,1018.8,12.3,0.0,101.10833333333332,67.91666666666667,763.4166666666666,31.15833333333333,45.11666666666667,88.0,2022,12,27,5,157.375,150.4861111111111
20.1,61,1018.2,10.3,0.0,143.21666666666667,92.5,1454.7083333333333,56.675,72.72083333333333,106.70833333333331,2022,12,28,6,158.875,160.77777777777774
23.3,72,1017.5,20.8,0.0,74.40833333333333,44.18333333333334,810.5,32.483333333333334,35.1625,98.79166666666669,2022,12,29,4,166.08333333333334,161.44444444444443
20.5,45,1020.5,12.8,0.0,61.47916666666666,34.4,516.5833333333334,24.15,35.725,74.875,2022,12,30,0,159.375,140.7222222222222
19.1,48,1021.7,12.2,0.0,76.20416666666667,48.19166666666666,659.3333333333334,26.879166666666663,39.72916666666666,99.45833333333331,2022,12,31,2,96.70833333333331,123.40277777777776
19.8,65,1019.2,9.7,0.0,69.53750000000001,38.4625,782.7083333333334,36.35416666666666,33.37916666666667,84.91666666666667,2023,1,1,3,114.125,113.47222222222221
19.7,52,1018.8,11.6,0.0,98.88333333333333,59.99166666666667,905.7083333333334,47.24166666666667,49.3625,71.70833333333333,2023,1,2,1,129.58333333333334,121.04166666666667
19.7,36,1021.2,16.5,0.0,77.68333333333334,51.5125,542.7083333333334,25.275,27.15416666666667,80.125,2023,1,3,5,119.41666666666669,134.0
18.8,33,1021.8,20.3,0.0,60.7875,40.72083333333333,466.625,18.004166666666666,25.825,94.54166666666669,2023,1,4,6,153.0,129.87499999999997
17.5,32,1021.9,20.0,0.0,63.775,43.60833333333333,487.625,14.416666666666666,28.4625,103.04166666666669,2023,1,5,4,117.20833333333331,130.05555555555554
18.4,28,1021.4,21.1,0.0,67.63333333333334,46.22083333333333,515.0833333333334,14.479166666666666,31.416666666666668,108.25,2023,1,6,0,119.95833333333331,119.63888888888886
19.9,29,1020.2,18.2,0.0,73.10416666666667,50.18333333333334,682.1666666666666,24.09583333333333,39.6125,101.625,2023,1,7,2,121.75,124.59722222222221
19.2,39,1018.8,12.4,0.0,125.82916666666668,87.09583333333335,1645.7916666666667,70.9875,82.81666666666666,104.625,2023,1,8,3,132.08333333333334,132.81944444444443
19.3,70,1019.6,9.0,0.0,128.42083333333332,87.19583333333333,1781.0833333333333,81.33333333333333,80.41250000000001,93.375,2023,1,9,1,144.625,150.02777777777774
19.8,73,1019.1,10.3,0.0,162.80416666666667,110.39166666666668,2022.9583333333333,88.10000000000001,84.10833333333333,79.41666666666667,2023,1,10,5,173.375,163.44444444444443
21.5,77,1015.2,19.1,0.2,54.75,30.45,667.0833333333334,29.054166666666664,25.629166666666663,76.79166666666667,2023,1,11,6,172.33333333333334,166.51388888888889
18.0,29,1014.2,26.2,0.0,77.04166666666667,24.604166666666668,348.0416666666667,17.087500000000002,18.65,68.5,2023,1,12,4,153.83333333333334,134.68055555555554
15.2,18,1016.0,20.2,0.0,62.78333333333333,33.55833333333333,615.6666666666666,30.266666666666666,28.516666666666666,81.54166666666667,2023,1,13,0,77.875,103.93055555555554
15.3,29,1018.9,11.2,0.0,46.44583333333333,27.5875,589.8333333333334,32.737500000000004,23.4625,68.83333333333333,2023,1,14,2,80.08333333333333,85.54166666666664
14.8,44,1017.5,9.6,0.0,67.01666666666667,42.52916666666667,765.375,32.82083333333333,38.59583333333333,85.95833333333333,2023,1,15,3,98.66666666666669,90.47222222222221
16.4,55,1015.8,12.1,0.0,96.44166666666666,60.375,738.2916666666666,35.270833333333336,60.37083333333334,76.83333333333333,2023,1,16,1,92.66666666666669,108.9861111111111
17.0,37,1017.1,12.0,0.0,117.58333333333331,79.125,1056.25,47.25,59.9125,93.125,2023,1,17,5,135.625,128.13888888888889
17.7,40,1017.0,10.9,0.0,147.65833333333333,101.02083333333331,1448.25,78.37083333333334,57.18333333333334,63.41666666666666,2023,1,18,6,156.125,153.3611111111111
18.4,35,1016.5,16.0,0.0,99.225,66.89999999999999,839.875,42.19166666666667,30.99166666666667,77.25,2023,1,19,4,168.33333333333334,164.93055555555554
